Company,Pattern,Time Frame,Created Date & Time,Open,High,Low,Close,Volume
BHARTIARTL,1min,Hammer,2025-07-01 15:02:00,1590.05,1590.1,1589.1,1589.75,21209.0
BHARTIARTL,1min,Three White Soldiers,2025-07-02 09:18:00,1660.8,1664.75,1659.15,1662.25,80614.0
BHARTIARTL,1min,Three White Soldiers,2025-07-02 09:37:00,1691.0,1693.85,1690.65,1692.5,150322.0
BHARTIARTL,1min,Hammer,2025-07-02 09:47:00,1692.8,1693.0,1691.4,1692.45,27981.0
BHARTIARTL,1min,Hammer,2025-07-02 10:26:00,1700.95,1701.0,1699.2,1701.0,20394.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-02 10:26:00,1700.95,1701.0,1699.2,1701.0,20394.0
BHARTIARTL,1min,Hammer,2025-07-02 11:20:00,1697.9,1698.0,1696.8,1697.7,7804.0
BHARTIARTL,1min,Hammer,2025-07-02 11:34:00,1705.7,1705.7,1704.55,1705.5,22430.0
BHARTIARTL,1min,Hammer,2025-07-02 11:45:00,1701.15,1701.2,1700.2,1701.0,11910.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-02 11:55:00,1699.4,1699.5,1698.7,1699.45,9125.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-02 12:01:00,1699.95,1700.0,1699.45,1699.95,7223.0
BHARTIARTL,1min,Hammer,2025-07-02 12:04:00,1700.35,1700.4,1699.3,1700.0,5606.0
BHARTIARTL,1min,Hammer,2025-07-02 12:12:00,1696.25,1696.3,1694.5,1696.0,24719.0
BHARTIARTL,1min,Three White Soldiers,2025-07-02 12:47:00,1685.15,1686.0,1684.85,1685.45,24306.0
BHARTIARTL,1min,Hammer,2025-07-02 14:13:00,1670.0,1670.0,1669.0,1669.95,12246.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-02 14:13:00,1670.0,1670.0,1669.0,1669.95,12246.0
BHARTIARTL,1min,Three White Soldiers,2025-07-02 14:18:00,1672.45,1674.6,1672.3,1673.55,21425.0
BHARTIARTL,1min,Hammer,2025-07-02 15:08:00,1676.65,1676.8,1675.0,1676.5,61945.0
BHARTIARTL,1min,Hammer,2025-07-03 09:23:00,1621.45,1621.55,1620.35,1621.55,9443.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 09:23:00,1621.45,1621.55,1620.35,1621.55,9443.0
BHARTIARTL,1min,Three White Soldiers,2025-07-03 10:18:00,1624.9,1626.25,1624.9,1625.7,15734.0
BHARTIARTL,1min,Evening Star,2025-07-03 10:20:00,1625.7,1626.2,1624.3,1624.45,7392.0
BHARTIARTL,1min,Hammer,2025-07-03 10:25:00,1624.4,1624.4,1624.15,1624.35,2887.0
BHARTIARTL,1min,Hammer,2025-07-03 10:26:00,1624.3,1624.3,1623.65,1624.1,5224.0
BHARTIARTL,1min,Hammer,2025-07-03 10:34:00,1625.6,1625.9,1624.55,1625.9,3716.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 11:08:00,1624.95,1624.95,1624.9,1624.95,1177.0
BHARTIARTL,1min,Fishing Window,2025-07-03 11:13:00,1626.6,1627.25,1626.6,1627.25,4746.0
BHARTIARTL,1min,Hammer,2025-07-03 11:24:00,1629.95,1630.0,1629.25,1630.0,4919.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 11:24:00,1629.95,1630.0,1629.25,1630.0,4919.0
BHARTIARTL,1min,Hammer,2025-07-03 11:32:00,1629.35,1629.5,1628.75,1629.15,3612.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 11:40:00,1631.5,1631.6,1631.0,1631.55,5325.0
BHARTIARTL,1min,Hammer,2025-07-03 11:51:00,1631.95,1632.0,1631.7,1632.0,2731.0
BHARTIARTL,1min,Hammer,2025-07-03 11:55:00,1631.75,1632.0,1630.9,1632.0,4503.0
BHARTIARTL,1min,Hammer,2025-07-03 12:00:00,1631.3,1631.45,1630.7,1631.45,4120.0
BHARTIARTL,1min,Hammer,2025-07-03 12:08:00,1630.0,1630.0,1629.8,1629.95,2423.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 12:13:00,1629.95,1630.0,1628.45,1629.9,4267.0
BHARTIARTL,1min,Hammer,2025-07-03 12:33:00,1630.1,1630.1,1629.4,1629.95,3521.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 12:34:00,1630.0,1630.0,1629.95,1630.0,1076.0
BHARTIARTL,1min,Hammer,2025-07-03 12:35:00,1629.95,1630.0,1629.3,1629.8,4082.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 12:41:00,1630.0,1630.0,1629.9,1630.0,2543.0
BHARTIARTL,1min,Evening Star,2025-07-03 12:42:00,1630.0,1630.0,1629.0,1629.35,4138.0
BHARTIARTL,1min,Evening Star,2025-07-03 12:46:00,1630.55,1630.55,1629.6,1629.7,3009.0
BHARTIARTL,1min,Hammer,2025-07-03 12:47:00,1629.65,1629.7,1628.35,1629.45,3660.0
BHARTIARTL,1min,Hammer,2025-07-03 12:54:00,1628.3,1628.3,1626.9,1628.0,7455.0
BHARTIARTL,1min,Fishing Window,2025-07-03 13:15:00,1630.35,1631.7,1630.35,1631.45,6943.0
BHARTIARTL,1min,Hammer,2025-07-03 13:28:00,1633.7,1634.0,1633.15,1633.9,21166.0
BHARTIARTL,1min,Hammer,2025-07-03 13:36:00,1633.25,1633.25,1632.95,1633.15,2564.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 13:46:00,1633.9,1634.0,1633.0,1633.95,7916.0
BHARTIARTL,1min,Hammer,2025-07-03 13:56:00,1632.45,1632.9,1631.05,1632.7,6817.0
BHARTIARTL,1min,Hammer,2025-07-03 14:03:00,1634.0,1634.0,1633.75,1633.95,5522.0
BHARTIARTL,1min,Hammer,2025-07-03 14:11:00,1634.0,1634.0,1633.7,1633.9,3983.0
BHARTIARTL,1min,Hammer,2025-07-03 14:16:00,1633.85,1633.85,1633.65,1633.8,3112.0
BHARTIARTL,1min,Hammer,2025-07-03 14:23:00,1633.75,1634.0,1633.1,1633.95,5092.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 14:24:00,1634.0,1634.0,1633.65,1634.0,3627.0
BHARTIARTL,1min,Evening Star,2025-07-03 14:25:00,1633.85,1634.0,1633.5,1633.5,4079.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 14:27:00,1633.45,1633.45,1633.05,1633.45,2960.0
BHARTIARTL,1min,Hammer,2025-07-03 14:33:00,1634.05,1634.1,1633.3,1633.9,11771.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 14:39:00,1634.0,1634.0,1633.05,1634.0,6266.0
BHARTIARTL,1min,Hammer,2025-07-03 14:48:00,1636.0,1636.1,1635.75,1636.1,6038.0
BHARTIARTL,1min,Hammer,2025-07-03 14:59:00,1635.8,1636.0,1635.05,1635.9,11494.0
BHARTIARTL,1min,Hammer,2025-07-03 15:01:00,1631.9,1632.25,1630.6,1632.2,44494.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 15:11:00,1630.2,1630.2,1630.15,1630.2,19921.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-03 15:13:00,1630.05,1630.05,1630.0,1630.05,26661.0
BHARTIARTL,1min,Hammer,2025-07-03 15:17:00,1628.3,1628.35,1628.05,1628.35,67454.0
BHARTIARTL,1min,Fishing Window,2025-07-03 15:19:00,1629.9,1631.65,1629.9,1631.65,16608.0
BHARTIARTL,1min,Hammer,2025-07-04 09:18:00,1745.25,1745.55,1737.65,1742.95,303680.0
BHARTIARTL,1min,Hammer,2025-07-04 09:22:00,1746.15,1746.7,1742.35,1744.95,210488.0
BHARTIARTL,1min,Hammer,2025-07-04 09:57:00,1705.7,1706.95,1703.15,1706.95,22445.0
BHARTIARTL,1min,Hammer,2025-07-04 10:06:00,1706.2,1707.05,1703.45,1705.3,19250.0
BHARTIARTL,1min,Three White Soldiers,2025-07-04 10:28:00,1694.0,1695.95,1693.55,1695.0,33806.0
BHARTIARTL,1min,Hammer,2025-07-04 10:44:00,1696.85,1696.95,1694.3,1696.95,34871.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-04 10:44:00,1696.85,1696.95,1694.3,1696.95,34871.0
BHARTIARTL,1min,Hammer,2025-07-04 10:50:00,1704.75,1707.1,1701.3,1706.05,27255.0
BHARTIARTL,1min,Hammer,2025-07-04 11:06:00,1697.7,1697.95,1697.0,1697.95,14167.0
BHARTIARTL,1min,Hammer,2025-07-04 11:11:00,1698.05,1698.3,1697.0,1697.7,12874.0
BHARTIARTL,1min,Hammer,2025-07-04 11:27:00,1691.0,1691.0,1689.2,1690.4,10177.0
BHARTIARTL,1min,Hammer,2025-07-04 11:32:00,1696.8,1697.0,1695.3,1696.35,7573.0
BHARTIARTL,1min,Hammer,2025-07-04 11:47:00,1695.9,1696.6,1694.75,1696.3,12664.0
BHARTIARTL,1min,Hammer,2025-07-04 11:56:00,1696.5,1696.8,1695.1,1696.1,11075.0
BHARTIARTL,1min,Hammer,2025-07-04 12:43:00,1690.2,1691.0,1688.65,1690.85,158690.0
BHARTIARTL,1min,Hammer,2025-07-04 12:52:00,1687.8,1687.95,1686.4,1687.5,13405.0
BHARTIARTL,1min,Hammer,2025-07-04 13:01:00,1686.95,1687.45,1685.05,1686.4,13859.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-04 13:07:00,1685.35,1685.5,1683.9,1685.35,38933.0
BHARTIARTL,1min,Hammer,2025-07-04 13:55:00,1677.8,1678.0,1677.05,1677.9,8044.0
BHARTIARTL,1min,Hammer,2025-07-04 14:03:00,1674.75,1674.9,1673.4,1674.5,8668.0
BHARTIARTL,1min,Hammer,2025-07-04 14:42:00,1674.55,1674.8,1673.5,1674.25,12393.0
BHARTIARTL,1min,Hammer,2025-07-04 14:50:00,1675.8,1676.8,1674.4,1676.4,41597.0
BHARTIARTL,1min,Fishing Window,2025-07-04 14:54:00,1677.8,1680.9,1677.3,1680.35,26700.0
BHARTIARTL,1min,Three White Soldiers,2025-07-04 15:10:00,1686.5,1689.35,1685.05,1688.2,51232.0
BHARTIARTL,1min,Hammer,2025-07-04 15:18:00,1686.0,1686.5,1684.3,1686.5,115487.0
BHARTIARTL,1min,Three White Soldiers,2025-07-04 15:23:00,1690.8,1691.95,1690.0,1691.7,82485.0
BHARTIARTL,1min,Hammer,2025-07-05 09:16:00,1903.8,1904.3,1898.7,1902.8,55002.0
BHARTIARTL,1min,Three White Soldiers,2025-07-05 09:34:00,1902.8,1904.2,1902.7,1903.8,9353.0
BHARTIARTL,1min,Hammer,2025-07-05 09:49:00,1904.3,1904.5,1901.1,1903.7,11838.0
BHARTIARTL,1min,Hammer,2025-07-05 09:56:00,1903.8,1903.8,1902.6,1903.4,4667.0
BHARTIARTL,1min,Hammer,2025-07-05 10:08:00,1905.0,1905.3,1903.9,1905.3,38669.0
BHARTIARTL,1min,Fishing Window,2025-07-05 10:34:00,1902.9,1904.1,1902.9,1903.9,5772.0
BHARTIARTL,1min,Hammer,2025-07-05 10:35:00,1903.9,1903.9,1903.2,1903.8,4419.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-05 10:38:00,1903.7,1903.7,1903.2,1903.7,3528.0
BHARTIARTL,1min,Hammer,2025-07-05 10:41:00,1906.4,1906.5,1904.5,1906.0,5907.0
BHARTIARTL,1min,Hammer,2025-07-05 11:02:00,1911.4,1912.1,1910.1,1911.9,11974.0
BHARTIARTL,1min,Hammer,2025-07-05 11:18:00,1908.3,1908.4,1907.0,1908.4,9732.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-05 11:18:00,1908.3,1908.4,1907.0,1908.4,9732.0
BHARTIARTL,1min,Hammer,2025-07-05 11:35:00,1908.7,1908.9,1908.2,1908.9,6619.0
BHARTIARTL,1min,Hammer,2025-07-05 11:39:00,1907.6,1907.7,1907.3,1907.7,8458.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-05 12:18:00,1901.0,1901.0,1900.9,1901.0,6856.0
BHARTIARTL,1min,Hammer,2025-07-05 12:30:00,1899.5,1899.6,1898.4,1899.2,11558.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-05 12:57:00,1898.1,1898.1,1898.0,1898.1,3515.0
BHARTIARTL,1min,Hammer,2025-07-05 13:14:00,1895.0,1895.0,1894.4,1894.9,6437.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-05 13:55:00,1887.2,1887.2,1885.5,1887.2,12152.0
BHARTIARTL,1min,Hammer,2025-07-05 13:58:00,1886.9,1887.0,1886.4,1886.8,8993.0
BHARTIARTL,1min,Hammer,2025-07-05 14:00:00,1887.0,1887.0,1886.4,1886.9,13207.0
BHARTIARTL,1min,Fishing Window,2025-07-05 14:03:00,1887.4,1888.2,1887.4,1888.0,21888.0
BHARTIARTL,1min,Hammer,2025-07-05 14:20:00,1893.5,1893.5,1893.2,1893.4,5628.0
BHARTIARTL,1min,Hammer,2025-07-05 14:33:00,1894.8,1895.0,1894.3,1895.0,11845.0
BHARTIARTL,1min,Hammer,2025-07-05 14:43:00,1896.7,1896.7,1895.9,1896.5,13097.0
BHARTIARTL,1min,Hammer,2025-07-05 14:49:00,1895.6,1895.7,1894.5,1895.3,18302.0
BHARTIARTL,1min,Hammer,2025-07-05 14:55:00,1895.0,1895.0,1894.2,1894.9,19520.0
BHARTIARTL,1min,Hammer,2025-07-05 14:56:00,1895.0,1895.0,1894.6,1894.9,17742.0
BHARTIARTL,1min,Hammer,2025-07-07 09:21:00,2020.9,2020.9,2018.2,2020.3,11262.0
BHARTIARTL,1min,Fishing Window,2025-07-07 09:24:00,2021.7,2023.0,2021.7,2023.0,6689.0
BHARTIARTL,1min,Fishing Window,2025-07-07 09:25:00,2023.1,2024.9,2023.1,2024.9,7393.0
BHARTIARTL,1min,Hammer,2025-07-07 09:38:00,2026.6,2027.0,2025.9,2026.9,6668.0
BHARTIARTL,1min,Hammer,2025-07-07 09:51:00,2021.5,2021.5,2020.1,2021.3,1701.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 09:58:00,2023.0,2023.0,2022.4,2023.0,2349.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 10:16:00,2023.0,2023.0,2022.9,2023.0,1027.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 10:23:00,2024.5,2024.5,2024.2,2024.5,1427.0
BHARTIARTL,1min,Hammer,2025-07-07 10:27:00,2024.9,2025.0,2024.5,2025.0,622.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 10:35:00,2025.0,2025.0,2024.8,2025.0,912.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 10:36:00,2025.0,2025.0,2024.8,2025.0,1989.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 10:53:00,2026.5,2026.5,2026.2,2026.5,785.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 10:55:00,2026.5,2026.5,2026.0,2026.5,6836.0
BHARTIARTL,1min,Hammer,2025-07-07 11:34:00,2021.7,2022.0,2020.0,2022.0,32040.0
BHARTIARTL,1min,Hammer,2025-07-07 11:35:00,2021.2,2021.6,2020.6,2021.5,6872.0
BHARTIARTL,1min,Hammer,2025-07-07 11:38:00,2021.4,2021.4,2020.4,2021.3,3561.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 11:46:00,2021.2,2021.2,2021.1,2021.2,4038.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 11:47:00,2021.2,2021.2,2021.1,2021.2,2035.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 12:04:00,2021.0,2021.0,2020.8,2021.0,2114.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 12:10:00,2021.0,2021.0,2020.9,2021.0,4548.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 12:12:00,2020.5,2020.5,2020.4,2020.5,2490.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 12:13:00,2020.5,2020.5,2020.4,2020.5,3808.0
BHARTIARTL,1min,Hammer,2025-07-07 12:19:00,2019.9,2020.0,2019.7,2020.0,2487.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 12:26:00,2020.0,2020.0,2019.9,2020.0,2912.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 12:27:00,2020.0,2020.0,2019.9,2020.0,1136.0
BHARTIARTL,1min,Hammer,2025-07-07 12:31:00,2019.8,2019.8,2019.0,2019.6,2133.0
BHARTIARTL,1min,Hammer,2025-07-07 12:35:00,2019.4,2019.6,2019.0,2019.6,1322.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 12:40:00,2020.0,2020.0,2019.6,2020.0,1130.0
BHARTIARTL,1min,Hammer,2025-07-07 12:44:00,2020.0,2020.0,2019.3,2019.8,2615.0
BHARTIARTL,1min,Hammer,2025-07-07 12:47:00,2019.3,2019.5,2018.3,2019.0,2234.0
BHARTIARTL,1min,Hammer,2025-07-07 12:53:00,2018.3,2018.6,2017.1,2017.9,5334.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 13:07:00,2016.0,2016.0,2015.9,2016.0,4012.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 13:20:00,2015.0,2015.0,2014.7,2015.0,3263.0
BHARTIARTL,1min,Hammer,2025-07-07 13:45:00,2015.0,2015.0,2014.6,2014.9,3790.0
BHARTIARTL,1min,Hammer,2025-07-07 13:46:00,2014.6,2014.9,2014.1,2014.8,3393.0
BHARTIARTL,1min,Fishing Window,2025-07-07 14:02:00,2012.8,2014.3,2012.5,2014.3,4271.0
BHARTIARTL,1min,Hammer,2025-07-07 14:28:00,2019.9,2020.0,2019.5,2020.0,9685.0
BHARTIARTL,1min,Hammer,2025-07-07 14:30:00,2019.9,2020.0,2019.7,2020.0,12131.0
BHARTIARTL,1min,Hammer,2025-07-07 14:40:00,2021.0,2021.3,2020.0,2021.2,4748.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-07 14:54:00,2026.8,2026.8,2026.2,2026.8,5835.0
BHARTIARTL,1min,Fishing Window,2025-07-07 14:55:00,2027.5,2029.7,2027.4,2029.4,50797.0
BHARTIARTL,1min,Hammer,2025-07-07 15:06:00,2034.3,2034.3,2033.1,2033.9,21910.0
BHARTIARTL,1min,Hammer,2025-07-07 15:13:00,2032.6,2032.9,2031.1,2032.2,35620.0
BHARTIARTL,1min,Hammer,2025-07-14 09:22:00,1901.5,1901.8,1900.4,1901.8,108072.0
BHARTIARTL,1min,Hammer,2025-07-14 09:38:00,1904.4,1904.5,1904.0,1904.3,8694.0
BHARTIARTL,1min,Hammer,2025-07-14 09:40:00,1902.8,1903.9,1900.2,1903.9,39032.0
BHARTIARTL,1min,Hammer,2025-07-14 09:46:00,1907.1,1907.4,1906.2,1907.4,8704.0
BHARTIARTL,1min,Fishing Window,2025-07-14 09:50:00,1909.6,1910.4,1909.5,1910.4,13039.0
BHARTIARTL,1min,Hammer,2025-07-14 09:53:00,1911.2,1912.1,1909.3,1911.9,21931.0
BHARTIARTL,1min,Three White Soldiers,2025-07-14 09:54:00,1911.7,1913.0,1911.4,1913.0,12549.0
BHARTIARTL,1min,Hammer,2025-07-14 10:16:00,1909.8,1910.2,1908.8,1910.2,14993.0
BHARTIARTL,1min,Hammer,2025-07-14 10:25:00,1906.7,1907.0,1906.0,1907.0,12372.0
BHARTIARTL,1min,Hammer,2025-07-14 10:34:00,1907.1,1907.1,1906.4,1907.0,13737.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-14 10:39:00,1907.7,1907.7,1907.5,1907.7,2852.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-14 10:46:00,1910.8,1910.8,1910.7,1910.8,1661.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-14 10:47:00,1910.8,1910.8,1910.7,1910.8,1333.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-14 10:49:00,1910.8,1910.8,1910.5,1910.8,8254.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-14 10:57:00,1910.9,1910.9,1910.8,1910.9,1794.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-14 11:06:00,1911.2,1911.2,1911.1,1911.2,1455.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-14 11:17:00,1906.7,1906.7,1906.6,1906.7,6249.0
BHARTIARTL,1min,Hammer,2025-07-14 11:20:00,1906.8,1906.8,1906.3,1906.7,5200.0
BHARTIARTL,1min,Hammer,2025-07-14 11:58:00,1907.9,1908.0,1907.4,1907.8,5455.0
BHARTIARTL,1min,Hammer,2025-07-14 11:59:00,1907.8,1907.8,1907.4,1907.7,2981.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-14 12:21:00,1907.0,1907.0,1906.8,1907.0,4827.0
BHARTIARTL,1min,Hammer,2025-07-14 12:29:00,1905.4,1905.7,1905.0,1905.6,5033.0
BHARTIARTL,1min,Hammer,2025-07-14 12:47:00,1910.9,1911.0,1910.5,1911.0,2585.0
BHARTIARTL,1min,Hammer,2025-07-14 13:00:00,1910.8,1910.9,1910.4,1910.9,4289.0
BHARTIARTL,1min,Hammer,2025-07-14 13:10:00,1909.9,1909.9,1909.4,1909.8,3474.0
BHARTIARTL,1min,Hammer,2025-07-14 13:24:00,1911.4,1911.5,1910.0,1911.0,3431.0
BHARTIARTL,1min,Hammer,2025-07-14 13:26:00,1911.1,1911.3,1910.6,1911.2,3432.0
BHARTIARTL,1min,Fishing Window,2025-07-14 13:30:00,1911.5,1912.7,1911.2,1912.6,6237.0
BHARTIARTL,1min,Hammer,2025-07-14 13:31:00,1912.4,1912.7,1911.5,1912.7,7517.0
BHARTIARTL,1min,Hammer,2025-07-14 13:48:00,1915.1,1915.3,1914.3,1915.3,4664.0
BHARTIARTL,1min,Three White Soldiers,2025-07-14 15:10:00,1918.8,1919.4,1918.8,1919.3,26542.0
BHARTIARTL,1min,Fishing Window,2025-07-14 15:18:00,1924.2,1924.7,1924.2,1924.7,52336.0
BHARTIARTL,1min,Evening Star,2025-07-14 15:21:00,1925.7,1925.8,1924.3,1924.3,40268.0
BHARTIARTL,1min,Fishing Window,2025-07-14 15:28:00,1924.0,1925.7,1924.0,1925.7,28241.0
BHARTIARTL,1min,Hammer,2025-07-15 09:22:00,1928.1,1928.1,1927.0,1928.0,24549.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 09:22:00,1928.1,1928.1,1927.0,1928.0,24549.0
BHARTIARTL,1min,Fishing Window,2025-07-15 09:23:00,1929.5,1934.2,1929.3,1933.0,25547.0
BHARTIARTL,1min,Hammer,2025-07-15 09:30:00,1935.6,1935.9,1933.5,1935.0,12737.0
BHARTIARTL,1min,Hammer,2025-07-15 09:35:00,1936.3,1936.5,1935.2,1936.4,7029.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 09:35:00,1936.3,1936.5,1935.2,1936.4,7029.0
BHARTIARTL,1min,Evening Star,2025-07-15 09:36:00,1938.4,1939.2,1934.0,1934.0,31721.0
BHARTIARTL,1min,Hammer,2025-07-15 09:46:00,1933.9,1934.1,1931.2,1933.5,7234.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 09:51:00,1932.3,1932.3,1931.3,1932.3,2846.0
BHARTIARTL,1min,Hammer,2025-07-15 09:57:00,1931.4,1931.7,1930.9,1931.6,3377.0
BHARTIARTL,1min,Hammer,2025-07-15 09:58:00,1931.5,1932.0,1930.0,1932.0,20638.0
BHARTIARTL,1min,Fishing Window,2025-07-15 10:01:00,1932.4,1932.8,1932.3,1932.8,6454.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 10:10:00,1930.7,1930.7,1928.9,1930.7,13338.0
BHARTIARTL,1min,Hammer,2025-07-15 10:14:00,1930.1,1930.3,1929.0,1930.3,11298.0
BHARTIARTL,1min,Hammer,2025-07-15 10:30:00,1930.9,1931.0,1930.1,1931.0,10421.0
BHARTIARTL,1min,Three White Soldiers,2025-07-15 10:39:00,1932.9,1935.0,1932.8,1934.3,19645.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 10:57:00,1935.1,1935.1,1935.0,1935.1,2420.0
BHARTIARTL,1min,Three White Soldiers,2025-07-15 11:01:00,1935.9,1937.7,1935.9,1937.7,7029.0
BHARTIARTL,1min,Hammer,2025-07-15 11:07:00,1939.7,1939.8,1938.9,1939.8,4078.0
BHARTIARTL,1min,Hammer,2025-07-15 11:23:00,1937.0,1937.4,1935.8,1937.3,4650.0
BHARTIARTL,1min,Hammer,2025-07-15 11:37:00,1938.9,1939.1,1937.9,1939.1,7411.0
BHARTIARTL,1min,Hammer,2025-07-15 11:40:00,1942.0,1942.8,1941.0,1942.4,15953.0
BHARTIARTL,1min,Hammer,2025-07-15 12:00:00,1935.1,1935.4,1934.2,1935.3,5913.0
BHARTIARTL,1min,Hammer,2025-07-15 12:05:00,1933.3,1933.6,1932.4,1933.5,4412.0
BHARTIARTL,1min,Hammer,2025-07-15 12:16:00,1931.9,1932.0,1931.6,1932.0,4404.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 12:26:00,1935.2,1935.2,1934.7,1935.2,3576.0
BHARTIARTL,1min,Hammer,2025-07-15 12:29:00,1934.3,1934.6,1933.5,1934.6,5094.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 12:31:00,1934.6,1934.6,1934.1,1934.6,2897.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 12:40:00,1935.0,1935.0,1934.5,1935.0,3431.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 12:54:00,1935.0,1935.1,1934.0,1935.0,8398.0
BHARTIARTL,1min,Hammer,2025-07-15 12:57:00,1932.9,1932.9,1932.0,1932.7,12284.0
BHARTIARTL,1min,Hammer,2025-07-15 13:07:00,1933.8,1934.0,1933.4,1933.9,5292.0
BHARTIARTL,1min,Hammer,2025-07-15 13:08:00,1933.9,1934.0,1933.5,1934.0,4435.0
BHARTIARTL,1min,Hammer,2025-07-15 13:19:00,1932.6,1932.7,1932.0,1932.4,4066.0
BHARTIARTL,1min,Hammer,2025-07-15 13:30:00,1933.3,1933.4,1933.0,1933.4,6831.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 13:51:00,1932.5,1932.5,1932.1,1932.5,5411.0
BHARTIARTL,1min,Hammer,2025-07-15 14:13:00,1930.5,1930.7,1929.3,1930.2,8080.0
BHARTIARTL,1min,Hammer,2025-07-15 15:13:00,1934.0,1934.0,1933.7,1933.9,21816.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 15:14:00,1933.9,1933.9,1933.8,1933.9,22335.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-15 15:16:00,1934.0,1934.0,1933.9,1934.0,31717.0
BHARTIARTL,1min,Hammer,2025-07-15 15:18:00,1933.7,1933.8,1933.5,1933.8,28609.0
BHARTIARTL,1min,Hammer,2025-07-15 15:28:00,1935.7,1935.7,1933.3,1935.3,18298.0
BHARTIARTL,1min,Hammer,2025-07-15 15:29:00,1935.3,1935.5,1932.0,1934.8,5556.0
BHARTIARTL,1min,Hammer,2025-07-16 09:18:00,1934.5,1934.8,1932.0,1933.9,26969.0
BHARTIARTL,1min,Hammer,2025-07-16 09:22:00,1930.9,1931.0,1930.1,1930.8,7587.0
BHARTIARTL,1min,Hammer,2025-07-16 09:39:00,1931.0,1931.0,1930.0,1930.8,5024.0
BHARTIARTL,1min,Hammer,2025-07-16 10:27:00,1932.6,1932.9,1931.9,1932.9,3328.0
BHARTIARTL,1min,Dragonfly Doji,2025-07-16 10:35:00,1933.0,1933.0,1932.5,1933.0,3406.0
BHARTIARTL,1min,Evening Star,2025-07-16 10:36:00,1933.0,1933.0,1931.0,1931.0,9144.0
BHARTIARTL,1min,Hammer,2025-07-16 10:40:00,1932.2,1932.7,1931.3,1932.6,7142.0
